Report generated on: 11-04-2020 09:50:59
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"INTL.58-1-HKG-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-HKG-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08","0.58","0.1","0.3","2.1","0.1","0.1","0.1","0.1","0.1"
"INTL.56-1-HKG-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-HUN-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","58","58","62","61","63","63","64","60","65","54","58","49","49","46.94093150684932","62.73424657534247","60.6","62.725136612021856","68.3","53.2","49.38493150684931","49.414989071038256","48.74077534246573","42.95740821917808","45.52934520547945","47.53453825136612","42.27912328767123","39.49431232876712","32.81738356164384","37.744234972677596","35.36695890410959","35.39812328767123","31.65008219178082","34.794371584699455","36.478","31.143890410958903","33.922","36.01833333333333","35.922739726027395","37.4213698630137","38.24876712328767"
"INTL.55-1-HUN-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","58","58","62","61","62","62","62","57","62","51","55","47","46","45.084931506849315","60.33424657534247","58","60.32513661202186","65.4","50","46.484931506849314","46.56953551912569","45.72404109589039","38.35068493150685","40.9","42.85792349726776","37.26712328767123","34.42431232876712","27.564383561643837","32.5792349726776","30.410958904109588","30.257123287671234","26.566082191780822","29.861371584699455","31.632","26.012890410958903","29.03","31.16433333333333","31.203739726027397","32.7023698630137","33.52976712328767"
"INTL.57-1-HUN-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","38","38","41","40","40","37","37","35","39","36","40","34","33","34.084931506849315","38.33424657534247","35","32.32513661202186","35.4","26","24.484931506849314","26.994535519125684","27.18904109589041","24.073972602739726","25","23.68032786885246","19.167123287671235","17.824657534246576","16.323287671232876","15.920765027322405","15.915068493150685","14.408219178082192","12.991780821917809","12.912568306010929","12","11.495890410958904","12","13.833333333333334","14.002739726027396","15.501369863013698","17.671232876712327"
"INTL.58-1-HUN-TBPD.A","                NGPL (Mb/d)","","","","","","","","20","20","21","21","22","25","25","22","23","15","15","13","13","11","11","11","10","15","16","15","14.575","13.534999999999977","7.076712328767123","6.5","12.1775956284153","13","12.999654794520549","9.654794520547945","11.087431693989071","10.75068493150685","9.158904109589042","7.986301369863014","7.991803278688525","9","7","7","7","7","7","5.657534246575342"
"INTL.59-1-HUN-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","12","18","15","8","7","5","5","7.2","9.4","7","5.1","3.6","1.5863013698630137","5.5710382513661205","3.745205479452055","6.69","5.588","8.957","10.632","7.517","10.03","10.331","10.201","10.201","10.201"
"INTL.56-1-HUN-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0.6","1.2","1.7","3.2","2.9","2.5","2.9","2.4","2.3","1.856","2.4","2.6","2.4","2.9","3.2","2.9","2.84545355191257","3.01673424657534","4.60672328767123","4.62934520547945","4.67661475409836","5.012","5.07","5.253","5.165","4.956","5.141","5.084","4.933","4.846","5.131","4.892","4.854","4.719","4.719","4.719"
"","Iceland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-ISL-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-ISL-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ISL-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-ISL-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ISL-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-ISL-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-IND-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","186","329","395","485","525","626","646","627","655","724","682","639","602","577.8657534246576","650.7123287671233","769.4520547945206","751.0245901639345","779.6246575342466","761.3219178082192","764.6602739726028","772.9509444913606","784.6308131030848","815.8651649169425","818.333501688915","846.6008332425281","834.4883808219178","871.3859890410959","873.9510273972603","876.5325327868852","879.2250109589041","966.0112493150685","1011.5830602739726","1022.0858142076503","1022.0382931506849","1019.2470219178082","1026.8811342465754","1016.3706393442623","1017.4457123287672","1017.3799589041096","986.0465753424658"
"INTL.55-1-IND-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","182","325","391","481","521","622","635","616","644","710","670","625","589","563.8657534246576","634.7123287671233","750.4520547945206","731.0245901639345","759.6246575342466","751.4219178082192","742.6602739726028","739.2415300546448","745.3972602739726","782.9534246575342","785.327397260274","806.609150273224","783.5583808219178","810.7159890410959","808.2310273972603","808.9125327868852","794.4050109589041","869.3212493150685","904.4600602739727","899.2068142076503","895.5102931506849","888.0450219178082","882.9121342465753","872.4016393442623","873.4767123287671","873.4109589041096","837.0054794520548"
"INTL.57-1-IND-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","182","325","390","480","519","620","630","609","635","700","660","615","561","533.8657534246576","589.7123287671233","703.4520547945206","651.0245901639345","674.6246575342466","661.4219178082192","652.6602739726028","646.3415300546449","642.3972602739726","664.7534246575342","660.027397260274","683.109150273224","664.6583808219178","691.2159890410959","697.5310273972602","693.7125327868853","680.4328465753424","751.3000301369863","782.3408273972602","779.1546065573771","772.0756","767.4982602739726","761.0441479452055","734.5027322404371","733.8767123287671","709.1972602739726","667.4164383561643"
"INTL.58-1-IND-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0.4","1","1","2","2","5","7","9","10","10","10","28","30","45","47","80","85","90","90","90","100","115","122","120","115","115","106","110","110.95616438356164","115.6082191780822","114.07123287671233","112.81420765027322","114.78369315068493","112.27476164383562","107.73698630136987","115.89890710382514","124.6","133.21369863013697","132.58904109589042"
"INTL.59-1-IND-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9","3","3.2","3.3","3.5","3.9","4.5","4.7","5.2","3.016","2.413","8.048","7.238","8.651","8.272","14.131","22","15","31","37"
"INTL.56-1-IND-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","3.5","4","3.5","4","4","4","11","11","11","14","12","14","13","14","16","19","20","20","9.9","22","33.7094144367158","39.2335528291123","32.9117402594082","33.0061044286411","39.9916829693041","50.93","60.67","65.72","67.62","84.82","96.69","107.123","122.879","126.528","131.202","143.969","143.969","143.969","143.969","149.04109589041096"
"","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-IDN-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","1659","1712","1431","1448","1498","1380","1426","1370","1369","1481","1537","1666","1577","1588.0779561643835","1589.0191780821917","1581.5849315068492","1638.4863387978141","1607.3109589041096","1616.3561643835617","1569.0821917808219","1530.278416440436","1433.5807876164392","1340.0315346027398","1245.3181628739726","1183.378491612022","1098.2837232876711","1035.1944931506848","984.3553397260274","1023.4860519125683","1003.3915479452055","1015.0884410958904","987.9449205479452","960.4293278688525","930.7965890410959","913.116","866.1446438356164","945.637218579235","897.3889315068493","913.6108493150685","921.1397260273973"
"INTL.55-1-IDN-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","1647","1700","1419","1437","1487","1369","1420","1373","1372","1481","1539","1668","1579","1589.3779561643835","1590.2191780821918","1578.6849315068494","1627.4863387978141","1604.8109589041096","1605.3561643835617","1559.0821917808219","1518.379999999999","1421.616000000001","1329.027397260274","1232.9698630136986","1168.639344262295","1084.1047232876713","1021.034493150685","972.5843397260275","1010.5710519125684","990.5195479452054","1003.6384410958904","973.0719205479452","943.7373278688525","914.1605890410959","895.313","847.4406438356165","926.933218579235","878.6849315068494","894.9068493150685","902.1397260273973"
"INTL.57-1-IDN-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","1577","1605","1339","1343","1412","1325","1390","1343","1342","1409","1462","1592","1504","1511.3779561643835","1510.2191780821918","1502.6849315068494","1547.4863387978141","1519.8109589041096","1518.3561643835617","1472.0821917808219","1428.379999999999","1340.000000000001","1249.027397260274","1155.3698630136987","1095.639344262295","1058.9047232876712","1005.909493150685","953.9143397260274","976.7240519125683","948.8035479452054","944.8864410958904","902.0539205479452","859.742174863388","828.2383561643836","789","785.7616438356164","831.620218579235","801.6849315068494","769.9068493150685","742.1397260273973"
"INTL.58-1-IDN-TBPD.A","                NGPL (Mb/d)","","","","","","","","70","95","80","94","75","44","30","30","30","72","77","76","75","78","80","76","80","85","87","87","90","81.61599999999999","80","77.6","73","25","14","14","23","36","46","40","46.08415300546448","37.67123287671233","46","41","35","29","28","27"
"INTL.59-1-IDN-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","1.125","4.67","10.847","5.716","12.752","31.018","37.911","48.251","60.313","20.679","60.313","48","97","133"
"INTL.56-1-IDN-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","12","12","12","11","11","11","5.5","-3.4","-3.2","-0.4","-2","-2.2","-2.3","-1.3","-1.2","2.9","11","2.5","11","10","11.8984164404372","11.9647876164384","11.0041373424658","12.348299860274","14.7391473497268","14.179","14.16","11.771","12.915","12.872","11.45","14.873","16.692","16.636","17.803","18.704","18.704","18.704","18.704","19"
"","Iran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-IRN-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","1683","1402","2236","2460","2196","2272","2044","2313","2253","2831","3113","3358","3476","3591.0642273972603","3672.554794520548","3708.619178082192","3747.710382513661","3727.878082191781","3703.3671232876713","3621.1643835616437","3765.3851586885244","3799.991165890411","3523.968566109589","3833.034035863013","4104.208678989071","4238.583671232876","4149.3402602739725","4039.025684931507","4177.537808743169","4178.296315068493","4243.356583561644","4215.414","3520.197726775956","3198.6387397260273","3389.650191780822","3497.143273972603","4376.194355191257","4706.364068493151","4455.544890410959","3198.78598630137"
"INTL.55-1-IRN-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","1671","1389","2223","2448","2184","2260","2050","2318","2260","2837","3123","3362","3479","3594.8642273972605","3673.054794520548","3703.219178082192","3745.710382513661","3734.178082191781","3708.7671232876714","3632.1643835616437","3771.2999999999997","3803.7013698630135","3530.5013698630137","3837.7949726027387","4106.434426229508","4240.287671232877","4150.397260273972","4035.550684931507","4176.144808743169","4173.160315068493","4248.484583561644","4219.414","3523.297726775956","3197.8847397260274","3383.599191780822","3488.411273972603","4367.462355191256","4697.632068493151","4446.812890410959","3190.05398630137"
"INTL.57-1-IRN-TBPD.A","                Crude oil including lease condensate (Mb/d)","5861","6021.6","5350.1","5882.9","5662.8","5241.7","3168","1661.967213114754","1379.9561643835616","2213.8383561643836","2439.7561643835616","2174.3169398907103","2250.474183350896","2034.986301369863","2298.0575342465754","2240.030054644809","2809.8739726027397","3087.998989041096","3311.9997232876703","3429.098360655738","3539.8642273972605","3618.054794520548","3643.219178082192","3685.710382513661","3664.178082191781","3633.7671232876714","3557.1643835616437","3696.2999999999997","3723.7013698630135","3444.301369863014","3742.7949726027387","4001.434426229508","4138.575342465753","4027.8082191780823","3911.890410958904","4050.273224043716","4037.0383479452053","4080.4189506849316","4054","3386.8497267759562","3113.2986301369865","3239.068493150685","3293.1890410958904","4151.166666666667","4468.695890410959","4254.827397260274","2971.8657534246577"
"INTL.58-1-IRN-TBPD.A","                NGPL (Mb/d)","","","","","","","","9","9","9","8","10","10","15","20","20","27","35","50","50","55","55","60","60","70","75","75","75","80","86.19999999999997","95","105","101.71232876712328","122.58904109589041","123.66027397260274","125.87158469945355","136.12196712328767","167.68663287671234","165","136","84.1041095890411","144.013698630137","194.67123287671234","215.77868852459017","228.4191780821918","191.46849315068494","217.67123287671234"
"INTL.59-1-IRN-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.379","0.414","0.448","0.482","0.517","0.551","0.517","0.517","0.517","0.517"
"INTL.56-1-IRN-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","12","13","13","12","12","12","-6.1","-4.7","-6.8","-6.3","-10","-4.4","-2.9","-3.8","-0.5","5.4","2","-6.3","-5.4","-11","-5.91484131147541","-3.71020397260274","-6.53280375342466","-4.76093673972604","-2.22574724043715","-1.704","-1.057","3.475","1.393","5.136","-5.128","-4","-3.1","0.754","6.051","8.732","8.732","8.732","8.732","8.732"
"","Iraq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-IRQ-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","2526","1009","1021","1014","1218","1447","1696","2086","2699","2945","2064","302","421","522.5986301369863","567.2342465753425","579.9","593.1437158469945","1172.3575342465754","2162.141095890411","2520.1767123287673","2581.968703306366","2408.821705461179","2039.7913391434959","1318.0444532804754","2020.566776623388","1889.4195342465753","2009.4407397260275","2096.635490410959","2384.552398907104","2399.167095890411","2396.780208219178","2623.603931506849","2978.874333333333","3049.0205616438357","3364.6010958904108","4039.982095890411","4443.457393442623","4455.625931506849","4615.636890410959","4798.386575342466"
"INTL.55-1-IRQ-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","2522","1005","1017","1010","1214","1443","1700","2089","2705","2951","2070","305","425","526.6986301369863","572.5342465753424","585","598.5437158469946","1175.0575342465754","2165.041095890411","2522.876712328767","2585.6830601092897","2410.000000000001","2043","1320.787013698629","2026.4699453551912","1892.6575342465753","2013.6027397260275","2099.738490410959","2388.6803989071036","2403.442095890411","2411.568208219178","2637.6849315068494","2995.3333333333335","3066.3835616438355","3380.041095890411","4055.041095890411","4458.516393442623","4470.684931506849","4630.695890410959","4813.446575342466"
"INTL.57-1-IRQ-TBPD.A","                Crude oil including lease condensate (Mb/d)","2018","1970.6","2261.7","2415.4","2348.2","2562.6","3477","2514.2322404371585","999.9013698630137","1012.1013698630137","1005.068493150685","1209.016393442623","1433.150684931507","1690.054794520548","2078.794520547945","2684.9590163934427","2897.1479452054796","2039.99982739726","305.0002465753425","425","511.6986301369863","552.5342465753424","560","578.5437158469946","1155.0575342465754","2150.041095890411","2507.876712328767","2570.6830601092897","2390.000000000001","2023","1308.2472876712316","2011.4699453551912","1877.6575342465753","1995.6027397260275","2086.2916219178082","2375.2659890710383","2390.5915369863014","2399.302526027397","2625.6849315068494","2983.3333333333335","3054.3835616438355","3368.041095890411","4045.041095890411","4443.516393442623","4453.684931506849","4612.695890410959","4740.6164383561645"
"INTL.58-1-IRQ-TBPD.A","                NGPL (Mb/d)","","","","","","","","8","5","5","5","5","10","10","10","20","54","30","0","0.0557","15","20","25","20","20","15","15","15","20.00000000000001","20","12.53972602739726","15","15","18","13.446868493150685","13.414409836065573","12.850558904109588","12.265682191780822","12","12","12","12","10","15","17","18","72.83013698630137"
"INTL.59-1-IRQ-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-IRQ-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","4","4","4","4","4","4","-3.8","-2.5","-6","-6.5","-5.6","-3.5","-3.6","-4.1","-5.3","-5.1","-5.4","-2.7","-2.9","-2.7","-3.7143568029235","-1.17829453882192","-3.20866085650411","-2.74256041815342","-5.90316873180328","-3.238","-4.162","-3.103","-4.128","-4.275","-14.788","-14.081","-16.459","-17.363","-15.44","-15.059","-15.059","-15.059","-15.059","-15.06"
"","Ireland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-IRL-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","-0.6","-0.2","-0.1","-0.1","-0.1","-0.1","-0.2","-0.2","-0.1","-0.0744301369863019","-0.2","-0.2","-0.2","-0.244","-0.4","-0.3","-0.3","-0.4","-0.4","-0.4","-0.406426229508195","-0.225065753424653","-0.119427397260274","-0.0420575342465731","-0.153426229508198","-0.051","-0.182","-0.557","-0.431","-0.296","1.227","0.208","0.557","0.36","0.375","0.196","0.283","0.412","0.412","0.412"
"INTL.55-1-IRL-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.04","0","0","0","1.452","0.582","0.642","0.536","0.576","0.561","0.579","0.649","0.649","0.649"
"INTL.57-1-IRL-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-IRL-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-IRL-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.04","0","0","0","1.452","0.582","0.642","0.536","0.576","0.561","0.579","0.649","0.649","0.649"
"INTL.56-1-IRL-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","-0.6","-0.2","-0.1","-0.1","-0.1","-0.1","-0.2","-0.2","-0.1","-0.0744301369863019","-0.2","-0.2","-0.2","-0.244","-0.4","-0.3","-0.3","-0.4","-0.4","-0.4","-0.406426229508195","-0.225065753424653","-0.119427397260274","-0.0420575342465731","-0.153426229508198","-0.071","-0.222","-0.557","-0.431","-0.296","-0.225","-0.374","-0.085","-0.176","-0.201","-0.365","-0.296","-0.237","-0.237","-0.237"
"","Israel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-ISR-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","35","36","1","1","1","1","1.6","1.4","1.5","0.8","0.9","-0.0547077864","0.1","1.264","2.9","3.1","3.5","2.1","3.4","3.1","3.66324057453005","3.9138665130411","2.74010636496767","3.19412274954959","5.95067705266356","3.709","3.972","4.768","5.574","6.175","5.963","6.174","7.309","6.77","7.092","6.463","5.977","6.38","6.38","6.38"
"INTL.55-1-ISR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","35","36","1","1","1","1","1","0.3","0.4","0.3","0.2","0.2","0.2","0.15","0.1","0.1","0.2","0.3","0.2","0.2","0.08","0.08","0.1","0.06","0.075","0.1","0.1","0.1","0.1","0.1","0.1","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39"
"INTL.57-1-ISR-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","35","36","1","1","1","1","1","0.3","0.4","0.3","0.2","0.2","0.2","0.15","0.1","0.1","0.2","0.3","0.2","0.2","0.08","0.08","0.1","0.06","0.075","0.1","0.1","0.1","0.1","0.1","0.1","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39"
"INTL.58-1-ISR-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ISR-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-ISR-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0.6","1.1","1.1","0.5","0.7","-0.3","-0.0733014436939878","1.114","2.8","3","3.3","1.8","3.2","2.9","3.58324057453005","3.8338665130411","2.64010636496767","3.13412274954959","5.87567705266356","3.609","3.872","4.668","5.474","6.075","5.863","5.784","6.919","6.38","6.702","6.073","5.587","5.99","5.99","5.99"
"","Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-ITA-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","68","68","65","78","82","84","67","85","109","102","109","104","112","112.68724657534247","118.14657534246575","126.68219178082192","135.9983606557377","149.2890410958904","143.55342465753424","121.76986301369863","134.5217704918033","122.24008219178079","129.83887397260273","142.88928493150686","153.21067486338796","164.8132191780822","164.53946575342465","168.60986301369863","164.20674863387978","145.52571232876713","173.8394794520548","165.73708219178081","160.6542131147541","191.75734246575342","185.6996712328767","189.9749589041096","150.14686338797813","144.9710273972603","157.96828767123287","146.1436301369863"
"INTL.55-1-ITA-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","39","38","36","46","46","47","52","69","92","84","89","82","86","86.23424657534247","89.14657534246575","96.68219178082192","104.9983606557377","114.28904109589041","109.55342465753425","85.76986301369863","95.5","82.46","89.46164383561644","101.14931506849315","112.16666666666667","124.6082191780822","124.34246575342466","126.36986301369863","119.96174863387978","102.27671232876712","125.2824794520548","116.19408219178082","114.6292131147541","144.02334246575342","140.33167123287672","143.29295890410958","107.70286338797814","104.10102739726027","117.09828767123288","105.2736301369863"
"INTL.57-1-ITA-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","38","37","35","45","45","45","49","67","90","82","87","80","83","82.53424657534246","86.24657534246575","93.28219178082192","101.09836065573771","111.58904109589041","106.95342465753424","82.16986301369863","90","78.46","85.36164383561643","95.84931506849315","104.16666666666667","114.6082191780822","110.34246575342466","107.93698630136986","99.45081967213115","82.78082191780823","96.0054794520548","99.17808219178082","100.9672131147541","101.77534246575343","106.28767123287672","100.21095890410959","70.67486338797814","77.52602739726028","89.52328767123288","77.6986301369863"
"INTL.58-1-ITA-TBPD.A","                NGPL (Mb/d)","","","","","","","","1","1","1","1","1","1","1","0.8","1","0.8","0.8","0.8","0.7","0.7","0.6","0.6","1","0.7","0.6","0.6","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ITA-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","1","1.6","1.4","1.5","1.6","1.1","1.6","1.6","3","2.3","2.8","2.9","2","2","3","5","4","4.1","5.3","8","10","14","18.432876712328767","20.510928961748633","19.495890410958904","29.277","17.016","13.662","42.248","34.044","43.082","37.028","26.575","27.575","27.575"
"INTL.56-1-ITA-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","29","30","29","32","36","37","16","16","16","17","20","22","27","26.453","29","30","31","35","34","36","39.0217704918033","39.7800821917808","40.3772301369863","41.7399698630137","41.0440081967213","40.205","40.197","42.24","44.245","43.249","48.557","49.543","46.025","47.734","45.368","46.682","42.444","40.87","40.87","40.87"
"","Jamaica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-JAM-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","-0.7","-0.4","-0.4","-0.5","-0.6","-0.4","-0.6","-0.2","-0.3","-0.5","-0.4","-0.4","-0.4","-0.2","-0.557608778240437","-0.411003673879452","1.306656849764384","2.050144081654794","1.506986714799979","1.842","4.585","4.346","5.705","5.978","-0.852","-0.841","-0.798","-0.845","-0.699","-0.921","0.707","0.707","0.707","0.707"
"INTL.55-1-JAM-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","2.6","1.97","2.2","5.2","4.852","6.423","6.9","0","0","0","0","0","0","1.628","1.628","1.628","1.628"
"INTL.57-1-JAM-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-JAM-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
